Type,School Year,County,District,School,Agency Name,Dropout Rate,DataAsOf
DI,20142015,65,0011,000,SUPERIOR PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,65,0011,000,SUPERIOR PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,65,2005,000,SO CENTRAL NE UNIFIED SYSTEM 5,-1.0000,11/09/2012
DI,20112012,65,2005,000,SO CENTRAL NE UNIFIED SYSTEM 5,-1.0000,11/09/2012
DI,20132014,65,2005,000,SO CENTRAL NE UNIFIED SYSTEM 5,-1.0000,11/17/2014
DI,20142015,65,2005,000,SOUTH CENTRAL NEBRASKA UNIFIED 5,-1.0000,11/13/2015
DI,20152016,65,2005,000,SOUTH CENTRAL NEBRASKA UNIFIED 5,-1.0000,12/02/2016
DI,20102011,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,-1.0000,11/09/2012
DI,20112012,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,-1.0000,11/09/2012
DI,20132014,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,-1.0000,11/17/2014
DI,20142015,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,-1.0000,11/13/2015
DI,20152016,66,0027,000,SYRACUSE-DUNBAR-AVOCA SCHOOLS,-1.0000,12/02/2016
DI,20102011,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,0.0157,11/17/2014
DI,20142015,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,66,0111,000,NEBRASKA CITY PUBLIC SCHOOLS,0.0227,12/02/2016
DI,20102011,66,0501,000,PALMYRA DISTRICT O R 1,-1.0000,11/09/2012
DI,20112012,66,0501,000,PALMYRA DISTRICT O R 1,-1.0000,11/09/2012
DI,20132014,66,0501,000,PALMYRA DISTRICT O R 1,-1.0000,11/17/2014
DI,20142015,66,0501,000,PALMYRA DISTRICT O R 1,-1.0000,11/13/2015
DI,20152016,66,0501,000,PALMYRA DISTRICT O R 1,-1.0000,12/02/2016
DI,20102011,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,67,0001,000,PAWNEE CITY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,-1.0000,11/09/2012
DI,20112012,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,-1.0000,11/09/2012
DI,20132014,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,-1.0000,11/17/2014
DI,20142015,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,-1.0000,11/13/2015
DI,20152016,67,0069,000,LEWISTON CONSOLIDATED SCHOOLS,-1.0000,12/02/2016
DI,20102011,68,0020,000,PERKINS COUNTY SCHOOLS,-1.0000,11/09/2012
DI,20112012,68,0020,000,PERKINS COUNTY SCHOOLS,-1.0000,11/09/2012
DI,20132014,68,0020,000,PERKINS COUNTY SCHOOLS,-1.0000,11/17/2014
DI,20142015,68,0020,000,PERKINS COUNTY SCHOOLS,-1.0000,11/13/2015
DI,20152016,68,0020,000,PERKINS COUNTY SCHOOLS,-1.0000,12/02/2016
DI,20102011,69,0044,000,HOLDREGE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,69,0044,000,HOLDREGE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,69,0044,000,HOLDREGE PUBLIC SCHOOLS,0.0187,11/17/2014
DI,20142015,69,0044,000,HOLDREGE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,69,0044,000,HOLDREGE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,69,0054,000,BERTRAND PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,69,0054,000,BERTRAND PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,69,0054,000,BERTRAND PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,69,0054,000,BERTRAND PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,69,0054,000,BERTRAND PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,69,0055,000,LOOMIS PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,69,0055,000,LOOMIS PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,69,0055,000,LOOMIS PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,69,0055,000,LOOMIS PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,69,0055,000,LOOMIS PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,70,0002,000,PIERCE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,70,0002,000,PIERCE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,70,0002,000,PIERCE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,70,0002,000,PIERCE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,70,0002,000,PIERCE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,70,0005,000,PLAINVIEW PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,70,0542,000,OSMOND PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,70,0542,000,OSMOND PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,70,0542,000,OSMOND COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,70,0542,000,OSMOND COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,70,0542,000,OSMOND COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.0173,11/09/2012
DI,20112012,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.0199,11/09/2012
DI,20132014,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.0116,11/17/2014
DI,20142015,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.0154,11/13/2015
DI,20152016,71,0001,000,COLUMBUS PUBLIC SCHOOLS,0.0143,12/02/2016
DI,20102011,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,71,0005,000,LAKEVIEW COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,71,0067,000,HUMPHREY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,71,0067,000,HUMPHREY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,71,0067,000,HUMPHREY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,71,0067,000,HUMPHREY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,71,0067,000,HUMPHREY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,72,0015,000,CROSS COUNTY COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,72,0019,000,OSCEOLA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,72,0019,000,OSCEOLA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,72,0019,000,OSCEOLA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,72,0019,000,OSCEOLA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,72,0019,000,OSCEOLA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,72,0032,000,SHELBY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,72,0032,000,SHELBY - RISING CITY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,72,0075,000,HIGH PLAINS COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,73,0017,000,MC COOK PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,73,0017,000,MC COOK PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,73,0017,000,MC COOK PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,73,0017,000,MC COOK PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,73,0017,000,MC COOK PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,73,0179,000,SOUTHWEST PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,74,0056,000,FALLS CITY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.0260,12/02/2016
DI,20102011,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,11/09/2012
DI,20112012,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,11/09/2012
DI,20132014,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,11/17/2014
DI,20142015,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,11/13/2015
DI,20152016,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,-1.0000,12/02/2016
DI,20102011,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,76,0002,000,CRETE PUBLIC SCHOOLS,0.0309,11/09/2012
DI,20112012,76,0002,000,CRETE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,76,0002,000,CRETE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,76,0002,000,CRETE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,76,0002,000,CRETE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,76,0044,000,DORCHESTER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,76,0044,000,DORCHESTER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,76,0044,000,DORCHESTER PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,76,0044,000,DORCHESTER PUBLIC SCHOOL,-1.0000,11/13/2015
DI,20152016,76,0044,000,DORCHESTER PUBLIC SCHOOL,-1.0000,12/02/2016
DI,20102011,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,76,0068,000,FRIEND PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0080,11/09/2012
DI,20112012,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0087,11/09/2012
DI,20132014,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0084,11/17/2014
DI,20142015,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0069,11/13/2015
DI,20152016,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.0077,12/02/2016
DI,20102011,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.0077,11/09/2012
DI,20112012,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.0055,11/09/2012
DI,20132014,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.0024,11/17/2014
DI,20142015,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.0037,11/13/2015
DI,20152016,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,77,0037,000,GRETNA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,77,0037,000,GRETNA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,77,0037,000,GRETNA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,77,0037,000,GRETNA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,77,0037,000,GRETNA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,77,0046,000,SOUTH SARPY DIST 46,-1.0000,11/09/2012
DI,20112012,77,0046,000,SOUTH SARPY DIST 46,-1.0000,11/09/2012
DI,20132014,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,78,0009,000,YUTAN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,78,0009,000,YUTAN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,78,0009,000,YUTAN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,78,0009,000,YUTAN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,78,0009,000,YUTAN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,78,0039,000,WAHOO PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,78,0039,000,WAHOO PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,78,0039,000,WAHOO PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,78,0039,000,WAHOO PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,78,0039,000,WAHOO PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,78,0072,000,MEAD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,78,0072,000,MEAD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,78,0072,000,MEAD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,78,0072,000,MEAD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,78,0072,000,MEAD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,78,0107,000,CEDAR BLUFFS PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,79,0002,000,MINATARE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,79,0002,000,MINATARE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,79,0002,000,MINATARE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,79,0002,000,MINATARE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,79,0002,000,MINATARE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,79,0011,000,MORRILL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,79,0011,000,MORRILL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,79,0011,000,MORRILL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,79,0011,000,MORRILL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,79,0011,000,MORRILL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,79,0016,000,GERING PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,79,0016,000,GERING PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,79,0016,000,GERING PUBLIC SCHOOLS,0.0114,11/17/2014
DI,20142015,79,0016,000,GERING PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,79,0016,000,GERING PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,79,0031,000,MITCHELL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,79,0031,000,MITCHELL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,79,0031,000,MITCHELL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,79,0031,000,MITCHELL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,79,0031,000,MITCHELL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.0252,11/09/2012
DI,20112012,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.0261,11/09/2012
DI,20132014,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.0164,11/17/2014
DI,20142015,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.0125,11/13/2015
DI,20152016,79,0032,000,SCOTTSBLUFF PUBLIC SCHOOLS,0.0132,12/02/2016
DI,20102011,80,0005,000,MILFORD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,80,0005,000,MILFORD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,80,0005,000,MILFORD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,80,0005,000,MILFORD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,80,0005,000,MILFORD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,80,0009,000,SEWARD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,80,0009,000,SEWARD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,80,0009,000,SEWARD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,80,0009,000,SEWARD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,80,0009,000,SEWARD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,80,0567,000,CENTENNIAL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,81,0003,000,HAY SPRINGS PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,81,0010,000,GORDON-RUSHVILLE PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,82,0001,000,LOUP CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,82,0001,000,LOUP CITY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,82,0001,000,LOUP CITY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,82,0001,000,LOUP CITY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,82,0001,000,LOUP CITY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,82,0015,000,LITCHFIELD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,83,0500,000,SIOUX COUNTY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,84,0003,000,STANTON COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,84,0003,000,STANTON COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,84,0003,000,STANTON COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,84,0003,000,STANTON COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,84,0003,000,STANTON COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,85,0060,000,DESHLER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,85,0060,000,DESHLER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,85,0060,000,DESHLER PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,85,0060,000,DESHLER PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,85,0060,000,DESHLER PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,-1.0000,11/09/2012
DI,20112012,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,-1.0000,11/09/2012
DI,20132014,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,-1.0000,11/17/2014
DI,20142015,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,-1.0000,11/13/2015
DI,20152016,85,0070,000,THAYER CENTRAL COMMUNITY SCHS,-1.0000,12/02/2016
DI,20102011,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,-1.0000,11/09/2012
DI,20112012,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,-1.0000,11/09/2012
DI,20132014,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,-1.0000,11/17/2014
DI,20142015,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,-1.0000,11/13/2015
DI,20152016,85,2001,000,BRUNING-DAVENPORT UNIFIED SYS,-1.0000,12/02/2016
DI,20102011,86,0001,000,THEDFORD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,86,0001,000,THEDFORD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,86,0001,000,THEDFORD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,86,0001,000,THEDFORD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,86,0001,000,THEDFORD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,87,0001,000,PENDER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,87,0001,000,PENDER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,87,0001,000,PENDER PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,87,0001,000,PENDER PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,87,0001,000,PENDER PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,87,0013,000,WALTHILL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,87,0013,000,WALTHILL PUBLIC SCHOOLS,-1.0000,11/09/2012
