Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf 
DI,20062007,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9484,11/09/2012
DI,20072008,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9542,11/09/2012
DI,20082009,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9517,11/09/2012
DI,20092010,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9493,11/09/2012
DI,20102011,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9542,11/09/2012
DI,20112012,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9576,11/09/2012
DI,20122013,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9565,07/03/2013
DI,20132014,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9607,07/07/2014
DI,20142015,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9545,08/18/2015
DI,20152016,74,0056,000,FALLS CITY PUBLIC SCHOOLS,0.9534,12/12/2016
DI,20032004,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9620,11/09/2012
DI,20042005,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9629,11/09/2012
DI,20052006,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9620,11/09/2012
DI,20062007,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9640,11/09/2012
DI,20072008,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9618,11/09/2012
DI,20082009,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9595,11/09/2012
DI,20092010,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9512,11/09/2012
DI,20102011,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9522,11/09/2012
DI,20112012,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9539,11/09/2012
DI,20122013,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9486,07/03/2013
DI,20132014,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9553,07/07/2014
DI,20142015,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9534,08/18/2015
DI,20152016,74,0070,000,HUMBOLDT TABLE ROCK STEINAUER,0.9624,12/12/2016
DI,20012002,74,0501,000,SE NEBRASKA CONSOLIDATED SCHS,0.9530,11/09/2012
DI,20022003,74,0501,000,SE NEBRASKA CONSOLIDATED SCHS,0.9518,11/09/2012
DI,20032004,74,0501,000,SE NEBRASKA CONSOLIDATED SCHS,0.9587,11/09/2012
DI,20042005,74,0501,000,SE NEBRASKA CONSOLIDATED SCHS,0.9526,11/09/2012
DI,20052006,74,0501,000,SE NEBRASKA CONSOLIDATED SCHS,0.9640,11/09/2012
DI,20062007,74,0501,000,SE NEBRASKA CONSOLIDATED SCHS,0.9561,11/09/2012
DI,20072008,74,0501,000,SE NEBRASKA CONSOLIDATED SCHS,0.9614,11/09/2012
DI,20082009,74,0501,000,SE NEBRASKA CONSOLIDATED SCHS,0.9589,11/09/2012
DI,20012002,74,0515,000,DAWSON-VERDON PUBLIC SCHOOLS,0.9431,11/09/2012
DI,20022003,74,0515,000,DAWSON-VERDON PUBLIC SCHOOLS,0.9610,11/09/2012
DI,20032004,74,0515,000,DAWSON-VERDON PUBLIC SCHOOLS,0.9587,11/09/2012
DI,20012002,74,2007,000,HUMBOLDT/TABLE ROCK-STEIN USD7,0.9629,11/09/2012
DI,20022003,74,2007,000,HUMBOLDT/TABLE ROCK-STEIN USD7,0.9679,11/09/2012
DI,20012002,75,0018,000,NEWPORT PUBLIC SCHOOL,0.9575,11/09/2012
DI,20022003,75,0018,000,NEWPORT PUBLIC SCHOOL,0.9474,11/09/2012
DI,20032004,75,0018,000,NEWPORT PUBLIC SCHOOL,0.9399,11/09/2012
DI,20042005,75,0018,000,NEWPORT PUBLIC SCHOOL,0.9513,11/09/2012
DI,20052006,75,0018,000,NEWPORT PUBLIC SCHOOL,0.9642,11/09/2012
DI,20012002,75,0030,000,PONY LAKE PUBLIC SCHOOL,0.9663,11/09/2012
DI,20022003,75,0030,000,PONY LAKE PUBLIC SCHOOL,0.9533,11/09/2012
DI,20032004,75,0030,000,PONY LAKE PUBLIC SCHOOL,0.9683,11/09/2012
DI,20042005,75,0030,000,PONY LAKE PUBLIC SCHOOL,0.9534,11/09/2012
DI,20052006,75,0030,000,PONY LAKE PUBLIC SCHOOL,0.9338,11/09/2012
DI,20012002,75,0055,000,PLEASANT HILL PUBLIC SCHOOL,0.9622,11/09/2012
DI,20022003,75,0055,000,PLEASANT HILL PUBLIC SCHOOL,0.9671,11/09/2012
DI,20032004,75,0055,000,PLEASANT HILL PUBLIC SCHOOL,0.9650,11/09/2012
DI,20042005,75,0055,000,PLEASANT HILL PUBLIC SCHOOL,0.9750,11/09/2012
DI,20052006,75,0055,000,PLEASANT HILL PUBLIC SCHOOL,0.9633,11/09/2012
DI,20012002,75,0072,000,ROSE PUBLIC SCHOOL,0.9756,11/09/2012
DI,20022003,75,0072,000,ROSE PUBLIC SCHOOL,0.9680,11/09/2012
DI,20032004,75,0072,000,ROSE PUBLIC SCHOOL,0.9600,11/09/2012
DI,20042005,75,0072,000,ROSE PUBLIC SCHOOL,0.9650,11/09/2012
DI,20052006,75,0072,000,ROSE PUBLIC SCHOOL,0.9640,11/09/2012
DI,20012002,75,0077,000,SYBRANT PUBLIC SCHOOL,0.9686,11/09/2012
DI,20022003,75,0077,000,SYBRANT PUBLIC SCHOOL,0.9667,11/09/2012
DI,20032004,75,0077,000,SYBRANT PUBLIC SCHOOL,0.9700,11/09/2012
DI,20042005,75,0077,000,SYBRANT PUBLIC SCHOOL,,11/09/2012
DI,20012002,75,0100,000,ROCK COUNTY HIGH SCHOOL,0.9658,11/09/2012
DI,20022003,75,0100,000,ROCK COUNTY HIGH SCHOOL,0.9647,11/09/2012
DI,20032004,75,0100,000,ROCK COUNTY HIGH SCHOOL,0.9513,11/09/2012
DI,20042005,75,0100,000,ROCK COUNTY HIGH SCHOOL,0.9479,11/09/2012
DI,20052006,75,0100,000,ROCK COUNTY HIGH SCHOOL,0.9590,11/09/2012
DI,20062007,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9629,11/09/2012
DI,20072008,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9561,11/09/2012
DI,20082009,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9557,11/09/2012
DI,20092010,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9450,11/09/2012
DI,20102011,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9509,11/09/2012
DI,20112012,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9618,11/09/2012
DI,20122013,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9614,07/03/2013
DI,20132014,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9665,07/07/2014
DI,20142015,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9598,08/18/2015
DI,20152016,75,0100,000,ROCK COUNTY PUBLIC SCHOOLS,0.9606,12/12/2016
DI,20012002,76,0002,000,CRETE PUBLIC SCHOOLS,0.9619,11/09/2012
DI,20022003,76,0002,000,CRETE PUBLIC SCHOOLS,0.9597,11/09/2012
DI,20032004,76,0002,000,CRETE PUBLIC SCHOOLS,0.9554,11/09/2012
DI,20042005,76,0002,000,CRETE PUBLIC SCHOOLS,0.9562,11/09/2012
DI,20052006,76,0002,000,CRETE PUBLIC SCHOOLS,0.9573,11/09/2012
DI,20062007,76,0002,000,CRETE PUBLIC SCHOOLS,0.9589,11/09/2012
DI,20072008,76,0002,000,CRETE PUBLIC SCHOOLS,0.9569,11/09/2012
DI,20082009,76,0002,000,CRETE PUBLIC SCHOOLS,0.9352,11/09/2012
DI,20092010,76,0002,000,CRETE PUBLIC SCHOOLS,0.9546,11/09/2012
DI,20102011,76,0002,000,CRETE PUBLIC SCHOOLS,0.9607,11/09/2012
DI,20112012,76,0002,000,CRETE PUBLIC SCHOOLS,0.9628,11/09/2012
DI,20122013,76,0002,000,CRETE PUBLIC SCHOOLS,0.9610,07/03/2013
DI,20132014,76,0002,000,CRETE PUBLIC SCHOOLS,0.9586,07/07/2014
DI,20142015,76,0002,000,CRETE PUBLIC SCHOOLS,0.9587,08/18/2015
DI,20152016,76,0002,000,CRETE PUBLIC SCHOOLS,0.9553,12/12/2016
DI,20012002,76,0018,000,VALLEY VIEW PUBLIC SCHOOL,0.9714,11/09/2012
DI,20022003,76,0018,000,VALLEY VIEW PUBLIC SCHOOL,0.9648,11/09/2012
DI,20032004,76,0018,000,VALLEY VIEW PUBLIC SCHOOL,0.9711,11/09/2012
DI,20042005,76,0018,000,VALLEY VIEW PUBLIC SCHOOL,0.9640,11/09/2012
DI,20052006,76,0018,000,VALLEY VIEW PUBLIC SCHOOL,0.9624,11/09/2012
DI,20012002,76,0031,000,DIAMOND PUBLIC SCHOOL,0.9700,11/09/2012
DI,20022003,76,0031,000,DIAMOND PUBLIC SCHOOL,0.9483,11/09/2012
DI,20032004,76,0031,000,DIAMOND PUBLIC SCHOOL,0.9100,11/09/2012
DI,20042005,76,0031,000,DIAMOND PUBLIC SCHOOL,0.9389,11/09/2012
DI,20052006,76,0031,000,DIAMOND PUBLIC SCHOOL,0.9365,11/09/2012
DI,20012002,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9541,11/09/2012
DI,20022003,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9475,11/09/2012
DI,20032004,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9643,11/09/2012
DI,20042005,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9544,11/09/2012
DI,20052006,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9587,11/09/2012
DI,20062007,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9486,11/09/2012
DI,20072008,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9482,11/09/2012
DI,20082009,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9534,11/09/2012
DI,20092010,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9620,11/09/2012
DI,20102011,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9707,11/09/2012
DI,20112012,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9670,11/09/2012
DI,20122013,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9597,07/03/2013
DI,20132014,76,0044,000,DORCHESTER PUBLIC SCHOOLS,0.9660,07/07/2014
DI,20142015,76,0044,000,DORCHESTER PUBLIC SCHOOL,0.9641,08/18/2015
DI,20152016,76,0044,000,DORCHESTER PUBLIC SCHOOL,0.9615,12/12/2016
DI,20012002,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9586,11/09/2012
DI,20022003,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9536,11/09/2012
DI,20032004,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20042005,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9543,11/09/2012
DI,20052006,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9571,11/09/2012
DI,20062007,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9509,11/09/2012
DI,20072008,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9513,11/09/2012
DI,20082009,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9574,11/09/2012
DI,20092010,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9494,11/09/2012
DI,20102011,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9537,11/09/2012
DI,20112012,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9545,11/09/2012
DI,20122013,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9534,07/03/2013
DI,20132014,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9572,07/07/2014
DI,20142015,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9623,08/18/2015
DI,20152016,76,0068,000,FRIEND PUBLIC SCHOOLS,0.9588,12/12/2016
DI,20012002,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20022003,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9603,11/09/2012
DI,20032004,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9624,11/09/2012
DI,20042005,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9601,11/09/2012
DI,20052006,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9596,11/09/2012
DI,20062007,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9626,11/09/2012
DI,20072008,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9609,11/09/2012
DI,20082009,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9593,11/09/2012
DI,20092010,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9592,11/09/2012
DI,20102011,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9658,11/09/2012
DI,20112012,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9655,11/09/2012
DI,20122013,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9648,07/03/2013
DI,20132014,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9627,07/07/2014
DI,20142015,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9633,08/18/2015
DI,20152016,76,0082,000,WILBER-CLATONIA PUBLIC SCHOOLS,0.9599,12/12/2016
DI,20012002,76,0163,000,WESTERN PUBLIC SCHOOL,0.9621,11/09/2012
DI,20022003,76,0163,000,WESTERN PUBLIC SCHOOL,0.9698,11/09/2012
DI,20032004,76,0163,000,WESTERN PUBLIC SCHOOL,0.9688,11/09/2012
DI,20042005,76,0163,000,WESTERN PUBLIC SCHOOL,0.9799,11/09/2012
DI,20052006,76,0163,000,WESTERN PUBLIC SCHOOL,0.9694,11/09/2012
DI,20012002,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9604,11/09/2012
DI,20022003,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9572,11/09/2012
DI,20032004,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9581,11/09/2012
DI,20042005,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9587,11/09/2012
DI,20052006,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9619,11/09/2012
DI,20062007,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9594,11/09/2012
DI,20072008,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9608,11/09/2012
DI,20082009,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9604,11/09/2012
DI,20092010,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9590,11/09/2012
DI,20102011,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9523,11/09/2012
DI,20112012,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9521,11/09/2012
DI,20122013,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9532,07/03/2013
DI,20132014,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9526,07/07/2014
DI,20142015,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9494,08/18/2015
DI,20152016,77,0001,000,BELLEVUE PUBLIC SCHOOLS,0.9499,12/12/2016
DI,20012002,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9603,11/09/2012
DI,20022003,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9602,11/09/2012
DI,20032004,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9583,11/09/2012
DI,20042005,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9546,11/09/2012
DI,20052006,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9532,11/09/2012
DI,20062007,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9549,11/09/2012
DI,20072008,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9447,11/09/2012
DI,20082009,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9526,11/09/2012
DI,20092010,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9510,11/09/2012
DI,20102011,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9564,11/09/2012
DI,20112012,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9605,11/09/2012
DI,20122013,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9580,07/03/2013
DI,20132014,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9581,07/07/2014
DI,20142015,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9558,08/18/2015
DI,20152016,77,0027,000,PAPILLION-LA VISTA PUBLIC SCHS,0.9543,12/12/2016
DI,20012002,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9489,11/09/2012
DI,20022003,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9510,11/09/2012
DI,20032004,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9517,11/09/2012
DI,20042005,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9520,11/09/2012
DI,20052006,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9544,11/09/2012
DI,20062007,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9557,11/09/2012
DI,20072008,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9521,11/09/2012
DI,20082009,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20092010,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9539,11/09/2012
DI,20102011,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9653,11/09/2012
DI,20112012,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9693,11/09/2012
DI,20122013,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9662,07/03/2013
DI,20132014,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9659,07/07/2014
DI,20142015,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9640,08/18/2015
DI,20152016,77,0037,000,GRETNA PUBLIC SCHOOLS,0.9651,12/12/2016
DI,20012002,77,0046,000,SOUTH SARPY DIST 46,0.9603,11/09/2012
DI,20022003,77,0046,000,SOUTH SARPY DIST 46,0.9601,11/09/2012
DI,20032004,77,0046,000,SOUTH SARPY DIST 46,0.9611,11/09/2012
DI,20042005,77,0046,000,SOUTH SARPY DIST 46,0.9616,11/09/2012
DI,20052006,77,0046,000,SOUTH SARPY DIST 46,0.9633,11/09/2012
DI,20062007,77,0046,000,SOUTH SARPY DIST 46,0.9588,11/09/2012
DI,20072008,77,0046,000,SOUTH SARPY DIST 46,0.9529,11/09/2012
DI,20082009,77,0046,000,SOUTH SARPY DIST 46,0.9574,11/09/2012
DI,20092010,77,0046,000,SOUTH SARPY DIST 46,0.9570,11/09/2012
DI,20102011,77,0046,000,SOUTH SARPY DIST 46,0.9572,11/09/2012
DI,20112012,77,0046,000,SOUTH SARPY DIST 46,0.9643,11/09/2012
DI,20122013,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.9606,07/03/2013
DI,20132014,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.9603,07/07/2014
DI,20142015,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.9587,08/18/2015
DI,20152016,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,0.9584,12/12/2016
DI,20012002,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9498,11/09/2012
DI,20022003,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9474,11/09/2012
DI,20032004,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9561,11/09/2012
DI,20042005,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9557,11/09/2012
DI,20052006,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9566,11/09/2012
DI,20062007,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9551,11/09/2012
DI,20072008,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9553,11/09/2012
DI,20082009,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9543,11/09/2012
DI,20092010,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9543,11/09/2012
DI,20102011,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9584,11/09/2012
DI,20112012,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9576,11/09/2012
DI,20122013,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9549,07/03/2013
DI,20132014,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9566,07/07/2014
DI,20142015,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9553,08/18/2015
DI,20152016,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,0.9538,12/12/2016
DI,20012002,78,0003,000,CLEAR CREEK PUBLIC SCHOOL,0.9717,11/09/2012
DI,20022003,78,0003,000,CLEAR CREEK PUBLIC SCHOOL,0.9649,11/09/2012
DI,20032004,78,0003,000,CLEAR CREEK PUBLIC SCHOOL,0.9631,11/09/2012
DI,20042005,78,0003,000,CLEAR CREEK PUBLIC SCHOOL,0.9694,11/09/2012
DI,20052006,78,0003,000,CLEAR CREEK PUBLIC SCHOOL,0.9692,11/09/2012
DI,20012002,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9738,11/09/2012
DI,20022003,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9701,11/09/2012
DI,20032004,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9737,11/09/2012
DI,20042005,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9553,11/09/2012
DI,20052006,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9675,11/09/2012
DI,20062007,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9574,11/09/2012
DI,20072008,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9613,11/09/2012
DI,20082009,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9609,11/09/2012
DI,20092010,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9654,11/09/2012
DI,20102011,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9671,11/09/2012
DI,20112012,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9683,11/09/2012
DI,20122013,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9680,07/03/2013
DI,20132014,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9666,07/07/2014
DI,20142015,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9613,08/18/2015
DI,20152016,78,0009,000,YUTAN PUBLIC SCHOOLS,0.9676,12/12/2016
DI,20012002,78,0011,000,PLATTEVILLE PUBLIC SCHOOL,0.9727,11/09/2012
DI,20022003,78,0011,000,PLATTEVILLE PUBLIC SCHOOL,0.9546,11/09/2012
DI,20032004,78,0011,000,PLATTEVILLE PUBLIC SCHOOL,0.9492,11/09/2012
DI,20042005,78,0011,000,PLATTEVILLE PUBLIC SCHOOL,0.9654,11/09/2012
DI,20052006,78,0011,000,PLATTEVILLE PUBLIC SCHOOL,0.9716,11/09/2012
DI,20012002,78,0023,000,STANDARD PUBLIC SCHOOL,0.9355,11/09/2012
DI,20022003,78,0023,000,STANDARD PUBLIC SCHOOL,0.9631,11/09/2012
DI,20032004,78,0023,000,STANDARD PUBLIC SCHOOL,0.9508,11/09/2012
DI,20042005,78,0023,000,STANDARD PUBLIC SCHOOL,0.9540,11/09/2012
DI,20052006,78,0023,000,STANDARD PUBLIC SCHOOL,0.9667,11/09/2012
DI,20012002,78,0036,000,MALMO PUBLIC SCHOOL,0.9614,11/09/2012
DI,20022003,78,0036,000,MALMO PUBLIC SCHOOL,0.9550,11/09/2012
DI,20032004,78,0036,000,MALMO PUBLIC SCHOOL,0.9722,11/09/2012
DI,20042005,78,0036,000,MALMO PUBLIC SCHOOL,0.9708,11/09/2012
DI,20052006,78,0036,000,MALMO PUBLIC SCHOOL,0.9692,11/09/2012
DI,20012002,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9528,11/09/2012
DI,20022003,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9590,11/09/2012
DI,20032004,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9625,11/09/2012
DI,20042005,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9716,11/09/2012
DI,20052006,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9503,11/09/2012
DI,20062007,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9568,11/09/2012
DI,20072008,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9587,11/09/2012
DI,20082009,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9591,11/09/2012
DI,20092010,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9580,11/09/2012
DI,20102011,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9640,11/09/2012
DI,20112012,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9646,11/09/2012
DI,20122013,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9620,07/03/2013
DI,20132014,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9610,07/07/2014
DI,20142015,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9560,08/18/2015
DI,20152016,78,0039,000,WAHOO PUBLIC SCHOOLS,0.9600,12/12/2016
DI,20012002,78,0044,000,DIST 044 - SAUNDERS COUNTY,0.9508,11/09/2012
DI,20022003,78,0044,000,DIST 044 - SAUNDERS COUNTY,,11/09/2012
DI,20012002,78,0050,000,ITHACA PUBLIC SCHOOL,0.9673,11/09/2012
DI,20022003,78,0050,000,ITHACA PUBLIC SCHOOL,0.9616,11/09/2012
DI,20032004,78,0050,000,ITHACA PUBLIC SCHOOL,0.9526,11/09/2012
DI,20042005,78,0050,000,ITHACA PUBLIC SCHOOL,0.9606,11/09/2012
DI,20052006,78,0050,000,ITHACA PUBLIC SCHOOL,0.9777,11/09/2012
DI,20012002,78,0070,000,SOUTH CENTER PUBLIC SCHOOL,0.9797,11/09/2012
DI,20022003,78,0070,000,SOUTH CENTER PUBLIC SCHOOL,0.9713,11/09/2012
DI,20032004,78,0070,000,SOUTH CENTER PUBLIC SCHOOL,0.9698,11/09/2012
DI,20042005,78,0070,000,SOUTH CENTER PUBLIC SCHOOL,0.9760,11/09/2012
DI,20052006,78,0070,000,SOUTH CENTER PUBLIC SCHOOL,0.9630,11/09/2012
DI,20012002,78,0072,000,MEAD PUBLIC SCHOOLS,0.9658,11/09/2012
DI,20022003,78,0072,000,MEAD PUBLIC SCHOOLS,0.9609,11/09/2012
DI,20032004,78,0072,000,MEAD PUBLIC SCHOOLS,0.9611,11/09/2012
DI,20042005,78,0072,000,MEAD PUBLIC SCHOOLS,0.9559,11/09/2012
DI,20052006,78,0072,000,MEAD PUBLIC SCHOOLS,0.9615,11/09/2012
DI,20062007,78,0072,000,MEAD PUBLIC SCHOOLS,0.9634,11/09/2012
DI,20072008,78,0072,000,MEAD PUBLIC SCHOOLS,0.9608,11/09/2012
DI,20082009,78,0072,000,MEAD PUBLIC SCHOOLS,0.9547,11/09/2012
DI,20092010,78,0072,000,MEAD PUBLIC SCHOOLS,0.9535,11/09/2012
DI,20102011,78,0072,000,MEAD PUBLIC SCHOOLS,0.9569,11/09/2012
DI,20112012,78,0072,000,MEAD PUBLIC SCHOOLS,0.9577,11/09/2012
